WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=»Û, matchedWordFrequency=1480, pySimilarity=5, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=Àï, matchedWordFrequency=139, pySimilarity=2, bhSimilarity=11, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=±³, matchedWordFrequency=734, pySimilarity=5, bhSimilarity=11, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=¹ü, matchedWordFrequency=1879, pySimilarity=5, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ÑÕ, matchedWordFrequency=1573, pySimilarity=5, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=Í¶, matchedWordFrequency=566, pySimilarity=7, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ÊÇ, matchedWordFrequency=13, pySimilarity=5, bhSimilarity=11, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=³£, matchedWordFrequency=308, pySimilarity=7, bhSimilarity=11, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=Òâ, matchedWordFrequency=454, pySimilarity=4, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=Óõ, matchedWordFrequency=2540, pySimilarity=6, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=Áº, matchedWordFrequency=981, pySimilarity=7, bhSimilarity=15, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ì³, matchedWordFrequency=2960, pySimilarity=3, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=Â¾, matchedWordFrequency=4583, pySimilarity=6, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ËÊ, matchedWordFrequency=2883, pySimilarity=6, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ÉÐ, matchedWordFrequency=614, pySimilarity=7, bhSimilarity=10, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ÐÑ, matchedWordFrequency=1408, pySimilarity=4, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ÀÅ, matchedWordFrequency=2973, pySimilarity=6, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=Òð, matchedWordFrequency=3108, pySimilarity=5, bhSimilarity=7, bsSimilarity=1, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=ÊÃ, matchedWordFrequency=3679, pySimilarity=5, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=¸´, matchedWordFrequency=913, pySimilarity=6, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=±³, matchedWordFrequency=734, pySimilarity=2, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Óõ, matchedWordFrequency=2540, pySimilarity=7, bhSimilarity=8, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Çà, matchedWordFrequency=476, pySimilarity=7, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=¹ª, matchedWordFrequency=2430, pySimilarity=9, bhSimilarity=8, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ËÊ, matchedWordFrequency=2883, pySimilarity=9, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Óæ, matchedWordFrequency=1712, pySimilarity=7, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=·±, matchedWordFrequency=1405, pySimilarity=9, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Ô°, matchedWordFrequency=435, pySimilarity=9, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=µü, matchedWordFrequency=2851, pySimilarity=6, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=¸«, matchedWordFrequency=2344, pySimilarity=7, bhSimilarity=6, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Í¶, matchedWordFrequency=566, pySimilarity=8, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÊÄ, matchedWordFrequency=2037, pySimilarity=4, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Í¾, matchedWordFrequency=1380, pySimilarity=7, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=×±, matchedWordFrequency=2636, pySimilarity=11, bhSimilarity=6, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=êÝ, matchedWordFrequency=3143, pySimilarity=5, bhSimilarity=7, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ËÚ, matchedWordFrequency=2974, pySimilarity=5, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Í÷, matchedWordFrequency=3182, pySimilarity=9, bhSimilarity=6, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÕÇ, matchedWordFrequency=834, pySimilarity=10, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Á¬, matchedWordFrequency=385, pySimilarity=7, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÐÑ, matchedWordFrequency=1408, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=¹ü, matchedWordFrequency=1879, pySimilarity=8, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=çÖ, matchedWordFrequency=4029, pySimilarity=8, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Éú, matchedWordFrequency=102, pySimilarity=8, bhSimilarity=5, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ºÏ, matchedWordFrequency=334, pySimilarity=5, bhSimilarity=4, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ìÅ, matchedWordFrequency=3652, pySimilarity=7, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Ñ³, matchedWordFrequency=3346, pySimilarity=6, bhSimilarity=8, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=»Ò, matchedWordFrequency=1126, pySimilarity=6, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÉÐ, matchedWordFrequency=614, pySimilarity=8, bhSimilarity=6, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÊÂ, matchedWordFrequency=121, pySimilarity=4, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=´ý, matchedWordFrequency=688, pySimilarity=4, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÎÅ, matchedWordFrequency=645, pySimilarity=6, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=±Ú, matchedWordFrequency=1097, pySimilarity=1, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Ïú, matchedWordFrequency=975, pySimilarity=7, bhSimilarity=8, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=À÷, matchedWordFrequency=1946, pySimilarity=3, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=¿º, matchedWordFrequency=3309, pySimilarity=7, bhSimilarity=6, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=½Ú, matchedWordFrequency=307, pySimilarity=6, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÀÄ, matchedWordFrequency=1934, pySimilarity=6, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=³¿, matchedWordFrequency=1295, pySimilarity=7, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=·Ñ, matchedWordFrequency=413, pySimilarity=2, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÒÐ, matchedWordFrequency=2202, pySimilarity=5, bhSimilarity=4, bsSimilarity=1, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=²², matchedWordFrequency=2455, pySimilarity=4, bhSimilarity=12, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Áº, matchedWordFrequency=981, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=³£, matchedWordFrequency=308, pySimilarity=10, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=ÊÃ, matchedWordFrequency=3679, pySimilarity=4, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=Â¾, matchedWordFrequency=4583, pySimilarity=5, bhSimilarity=13, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=³É, matchedWordFrequency=55, pySimilarity=8, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=¹É, matchedWordFrequency=676, pySimilarity=7, bhSimilarity=10, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=±¶, newWordFrequency=576, matchedWord=¾³, matchedWordFrequency=908, pySimilarity=5, bhSimilarity=6, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=±Ú, matchedWordFrequency=1097, pySimilarity=0, bhSimilarity=2, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=¸«, matchedWordFrequency=2344, pySimilarity=6, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Á¬, matchedWordFrequency=385, pySimilarity=6, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Í¾, matchedWordFrequency=1380, pySimilarity=6, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=ÊÃ, matchedWordFrequency=3679, pySimilarity=3, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Óõ, matchedWordFrequency=2540, pySimilarity=6, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=»Û, matchedWordFrequency=1480, pySimilarity=3, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=»À, matchedWordFrequency=2610, pySimilarity=6, bhSimilarity=17, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=ÐÎ, matchedWordFrequency=335, pySimilarity=4, bhSimilarity=17, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Çà, matchedWordFrequency=476, pySimilarity=6, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=³É, matchedWordFrequency=55, pySimilarity=9, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Éú, matchedWordFrequency=102, pySimilarity=9, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Ó¡, matchedWordFrequency=519, pySimilarity=3, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=¹ü, matchedWordFrequency=1879, pySimilarity=7, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=³¿, matchedWordFrequency=1295, pySimilarity=8, bhSimilarity=13, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Â¾, matchedWordFrequency=4583, pySimilarity=4, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=½Ú, matchedWordFrequency=307, pySimilarity=5, bhSimilarity=15, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=²×, matchedWordFrequency=2668, pySimilarity=8, bhSimilarity=17, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=ìÅ, matchedWordFrequency=3652, pySimilarity=6, bhSimilarity=17, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=ÕÇ, matchedWordFrequency=834, pySimilarity=9, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=·±, matchedWordFrequency=1405, pySimilarity=8, bhSimilarity=17, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=ËÊ, matchedWordFrequency=2883, pySimilarity=8, bhSimilarity=12, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=ÑÕ, matchedWordFrequency=1573, pySimilarity=7, bhSimilarity=17, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Çú, matchedWordFrequency=418, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=çÖ, matchedWordFrequency=4029, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=ÊÖ, matchedWordFrequency=57, pySimilarity=8, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Ó¿, matchedWordFrequency=1562, pySimilarity=8, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=³Û, matchedWordFrequency=2039, pySimilarity=5, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=Í÷, matchedWordFrequency=3182, pySimilarity=8, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=èµ, newWordFrequency=3160, matchedWord=¶é, matchedWordFrequency=3421, pySimilarity=5, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
